PLAYER_ID,PLAYER_NAME,AGE,POSS,GP,MIN,season,position,three_pt_fgm_75,three_pt_fga_75,fg3m_uncontested_75,fg3a_uncontested_75,fg3m_spotup_75,fg3m_movement_75,fg3m_onball_75,fg3m_transition_75,pct_fg3a_uncontested,fg3_pct
1626156,D'Angelo Russell,28.0,5348,76,32.7,2023-24,Guard,3.169409124906507,7.572924457741212,1.262154076290202,2.818810770381451,1.4164173522812264,0.28047868362004486,0.6451009723261032,0.743268511593119,0.37222222222222223,0.4185185185185185
1626157,Karl-Anthony Towns,28.0,4161,62,32.7,2023-24,Center-Forward,2.451333813987022,5.8759913482335975,1.3878875270367699,2.8478731074260994,0.9733237202595529,1.0093727469358327,0.09012256669069935,0.3424657534246575,0.4846625766871166,0.4171779141104294
1626158,Richaun Holmes,30.0,1182,40,13.9,2023-24,Forward,0.06345177664974619,0.19035532994923857,0.06345177664974619,0.12690355329949238,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333
1626162,Kelly Oubre Jr.,28.0,4239,68,30.2,2023-24,Forward-Guard,1.7869780608634114,5.750176928520878,0.743099787685775,2.0877565463552723,0.9554140127388535,0.194621372965322,0.3184713375796178,0.0,0.363076923076923,0.3107692307692308
1626164,Devin Booker,27.0,5103,68,36.0,2023-24,Guard,2.2339800117577897,6.143445032333921,0.7054673721340388,1.4991181657848325,0.631981187536743,0.13227513227513227,0.8965314520870076,0.5291005291005291,0.24401913875598086,0.36363636363636365
1626166,Cameron Payne,29.0,2738,78,16.7,2023-24,Guard,2.8487947406866327,7.286340394448502,1.8352812271731191,4.245799853907962,1.287436084733382,0.19174579985390797,0.6848064280496712,0.5204528853177501,0.5827067669172933,0.3909774436090226
1626167,Myles Turner,28.0,4432,77,27.0,2023-24,Center-Forward,1.962996389891697,5.465929602888086,1.5737815884476534,4.129061371841155,0.829196750902527,0.7615072202166066,0.0,0.30460288808664254,0.7554179566563468,0.35913312693498456
1626168,Trey Lyles,28.0,2427,58,20.0,2023-24,Forward,2.595797280593325,6.6749072929542645,1.8541409147095178,4.326328800988875,1.8541409147095178,0.27812113720642767,0.0,0.37082818294190356,0.6481481481481481,0.3888888888888889
1626171,Bobby Portis,29.0,4204,82,24.5,2023-24,Forward,1.7840152235965745,4.388677450047574,0.9455280685061845,2.051617507136061,1.0882492863939106,0.3746431969552807,0.0,0.24976213130352046,0.46747967479674796,0.40650406504065034
1626172,Kevon Looney,28.0,2477,74,16.1,2023-24,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1626174,Christian Wood,28.0,1849,50,17.4,2023-24,Forward,1.4196863169280693,4.624121146565711,0.8518117901568415,2.6365603028664144,1.0140616549486208,0.08112493239588968,0.04056246619794484,0.20281233098972418,0.5701754385964912,0.30701754385964913
1626179,Terry Rozier,30.0,4185,61,33.4,2023-24,Guard,2.6702508960573477,7.311827956989248,1.0035842293906811,2.2580645161290325,0.8960573476702509,0.3225806451612903,1.0035842293906811,0.3763440860215054,0.3088235294117647,0.36519607843137253
